TrainingSet,mobley_1662128~mobley_5157661,[C*]C~[CH*]C,1,0.13900686358680256
TrainingSet,mobley_1019269~mobley_7610437,[C*]O~[CH*]C.[CH*]C.[CH*]O,3,0.17895131639459919
TrainingSet,mobley_7157427~mobley_7610437,[C*]CCCl~[CH*]C.[CH*]O,4,3.617070087590584
TrainingSet,mobley_9733743~mobley_6060301,~[C*]CC,2,0.6000423873027044
TrainingSet,mobley_9794857~mobley_7983227,[C*]OC~[C*]C.[C*]O,3,0.04624257668983798
TrainingSet,mobley_9434451~mobley_6911232,[CH*]C.[CH*]Br~[C*]OC,3,0.12758101222475596
TrainingSet,mobley_1017962~mobley_1903702,[C*]CC(O)OC~[CH*]O,5,0.6435741611357623
TrainingSet,mobley_9883303~mobley_7203421,[CH*]C~[C*]O.[C*]N,2,0.12231465376671372
TrainingSet,mobley_1571523~mobley_3969312,[C*]C.[C*]O~[C*]O,2,0.24817315942877471
TrainingSet,mobley_1650157~mobley_1967551,[C*]C.[C*]C~,2,0.20971339382991247
TrainingSet,mobley_9733743~mobley_1977493,[C*]CN~[C*]Cl,0,0.1439548597672355
TrainingSet,mobley_1231151~mobley_3999471,[CH*]C~[CH*]Cl,1,0.0
TrainingSet,mobley_1563176~mobley_299266,[C*]CS~[C*]C,2,0.24993491969098666
TrainingSet,mobley_1571523~mobley_8691603,[C*]C~,1,0.04307755130575518
TrainingSet,mobley_1424265~mobley_1905088,[C*]C~[C*]Br,1,0.23566059682021512
TrainingSet,mobley_9794857~mobley_8765203,[C*]OC~[C*]C,2,0.8391333018687901
TrainingSet,mobley_1881249~mobley_6812653,[C*]O~[C*]C,1,0.11975117106901292
TrainingSet,mobley_1674094~mobley_2213823,[C*]C~[CH*]C,1,0.1283933280570294
TrainingSet,mobley_9794857~mobley_778352,[C*]OC~[C*]C,2,0.15415575220097646
TrainingSet,mobley_1017962~mobley_5627459,[C*]CCC.[C*]OC~[CH*]C,5,1.1845060709964046
TrainingSet,mobley_1019269~mobley_2049967,[C*]CCO~[C*]SC,3,0.08448624836173044
TrainingSet,mobley_1923244~mobley_8118832,[C*]C~[C*]O,1,0.03209120411860889
TrainingSet,mobley_1563176~mobley_5759258,[C*]S~[C*]CO,2,0.25561799692478615
TrainingSet,mobley_1019269~mobley_1636752,[C*]CCC~,3,0.5559264307786238
TrainingSet,mobley_1019269~mobley_8525830,[C*]O~[C*]CI,2,0.3745603868237537
TrainingSet,mobley_9624458~mobley_9733743,[C*]Cl.[C*]Cl~[C*]CN,1,2.9605947323337506e-16
TrainingSet,mobley_1019269~mobley_2213823,[C*]O~[CH*]CC,2,0.06242223322775311
TrainingSet,mobley_929676~mobley_8525830,[C*]CBr~[C*]I,2,0.06344516959762271
TrainingSet,mobley_1019269~mobley_1893937,[C*]O~[C*]CCCl,3,0.1401114097772198
TrainingSet,mobley_1827204~mobley_8573194,[C*]CC~,2,0.12944979287020897
TrainingSet,mobley_1792062~mobley_9434451,[C*]Br~[CH*]C,1,0.236376162487464
TrainingSet,mobley_1563176~mobley_2245668,[C*]CS~[CH*]CO,1,0.16788460561814475
TrainingSet,mobley_2484519~mobley_1987439,[C*]Cl~[C*]C.[C*]C,2,11.426633664245115
TrainingSet,mobley_1019269~mobley_129464,~[O*]CCCC,4,0.19677707595230698
TrainingSet,mobley_1893815~mobley_5973402,[C*]Cl.[C*]Cl.[C*]Cl.[C*]Cl~[CH*]C.[CH*]CCO,5,16.712572310907653
TrainingSet,mobley_8772587~mobley_1903702,[C*]I~[CH*]O,1,0.26099907956649954
TrainingSet,mobley_1036761~mobley_852937,[CH*]N~[C*]O.[C*]F,2,0.7526397173760226
TrainingSet,mobley_1017962~mobley_6060301,[C*]O.[C*]OC~[C*]N,3,0.1493342703087941
TrainingSet,mobley_9705941~mobley_3323117,[C*]C~[S*]O.[S*]O,2,0.8496836665016659
TrainingSet,mobley_9201263~mobley_2279874,[O*]S(C)(O)O~[O*]C(OC)OC,5,0.10223458891414541
TrainingSet,mobley_9794857~mobley_2143011,[C*]OC~[C*]C,2,0.23264816279136089
TrainingSet,mobley_1662128~mobley_186894,[C*]C~[C*]S,1,0.16987697005021013
TrainingSet,mobley_1735893~mobley_3573480,[C*]O~[C*]C,1,0.03426039070063262
TrainingSet,mobley_1017962~mobley_8573194,[C*]CC.[C*]OC~,4,0.23719561898074762
TrainingSet,mobley_1650157~mobley_4043951,[C*]C.[C*]O~[C*]CC,3,0.15108774103050113
TrainingSet,mobley_4506634~mobley_5952846,[C*]F.[C*]F.[C*]F.[CH*]Br~[C*]Cl.[C*]Cl.[C*]Cl,2,2.8321088205308964
TrainingSet,mobley_9624458~mobley_9112978,[C*]Cl.[C*]Cl~[C*]CC,1,0.0
TrainingSet,mobley_9740891~mobley_7814642,[C*]CN~[C*]Cl,0,0.0
TrainingSet,mobley_1563176~mobley_900088,[C*]S~[C*]C.[C*]C,2,0.5323108331393981
TrainingSet,mobley_9257453~mobley_7608462,[C*]O.[C*]Cl~,2,0.0
TrainingSet,mobley_9883303~mobley_2929847,[C*]C.[C*]C~[C*]O.[C*]O,2,0.0720490655451466
TrainingSet,mobley_1967551~mobley_1636752,[C*]C~,1,0.058282808886497506
TrainingSet,mobley_1923244~mobley_2068538,[C*]C~,1,0.06802438427314136
TrainingSet,mobley_9478823~mobley_3682850,[C*]C.[C*]C~[CH*]O,2,0.6941106131792801
TrainingSet,mobley_9121449~mobley_9112978,~[C*]C,1,0.11438832185341279
TrainingSet,mobley_1017962~mobley_8614858,[C*]O.[C*]OC~[C*]C,3,0.07344645469660192
TrainingSet,mobley_1873346~mobley_8127829,~[C*]C,1,0.123347230040808
TrainingSet,mobley_1178614~mobley_4035953,[C*]Cl~[C*]C,1,0.0
TrainingSet,mobley_6896128~mobley_5079234,[CH*]C~[C*]O,1,0.10703949619434874
TrainingSet,mobley_1036761~mobley_7608462,[CH*]N~[C*]Cl,1,0.6033464717957179
TrainingSet,mobley_1017962~mobley_7157427,[C*]O.[C*]OC~[C*]CCl,4,0.09031285185431803
TrainingSet,mobley_1363784~mobley_63712,[C*]C.[C*]C~[N*]C,2,1.0566779777120847
TrainingSet,mobley_1905088~mobley_9100956,[C*]Br~,1,0.21683825721661829
TrainingSet,mobley_1977493~mobley_7768165,[C*]C~[C*]Br,1,0.0
TrainingSet,mobley_9617923~mobley_4375719,[C*]O.[C*]C~,2,0.06216394966323581
TrainingSet,mobley_9624458~mobley_1662128,[C*]Cl.[C*]Cl~[C*]C,2,0.0
TrainingSet,mobley_1046331~mobley_2354112,[O*]CO~[C*]CC,1,0.08313477124368608
TrainingSet,mobley_9838013~mobley_5157661,[C*]C.[C*]O~,2,0.06015015184633997
TrainingSet,mobley_1036761~mobley_9139060,[CH*]N~[CH*]C.[CH*]C,2,0.12351253293921241
TrainingSet,mobley_1036761~mobley_8127829,[CH*]N~[C*]CC,2,7.6111869702534785
TrainingSet,mobley_1019269~mobley_2198613,[C*]CCO~[C*]Cl,2,0.41322785721153893
TrainingSet,mobley_1046331~mobley_3727287,[O*]CO~[C*]O,2,0.17488941303349342
TrainingSet,mobley_1571523~mobley_1760914,[C*]C.[C*]O~[C*]Cl,2,0.06636723787954421
TrainingSet,mobley_1019269~mobley_2294995,[C*]CC~[O*]CO,1,0.09664117845080325
TrainingSet,mobley_1662128~mobley_1967551,[C*]CC~[C*]O,2,0.19416106029361302
TrainingSet,mobley_9185328~mobley_1199854,[C*]N~[C*]I,1,0.08850426956627572
TrainingSet,mobley_1923244~mobley_9246215,~[C*]C,1,0.7885965467702355
TrainingSet,mobley_9942801~mobley_7009711,[C*]C.[C*]C~[C*]O.[C*]C,2,2.8556356951710034
TrainingSet,mobley_1674094~mobley_2178600,[C*]C~[C*]Cl,1,0.08020465495256489
TrainingSet,mobley_1893937~mobley_929676,[C*]Cl~[C*]Br,-1,0.0
TrainingSet,mobley_1728386~mobley_1873346,[C*]O.[C*]N~,2,0.10852599668761419
TrainingSet,mobley_1019269~mobley_8705848,[C*]CO~[CH*]NC(C)C,4,0.22805014555562064
TrainingSet,mobley_9626434~mobley_4690963,~[O*]CC,2,0.06766474400013975
TrainingSet,mobley_9838013~mobley_6854178,[C*]C.[C*]C~[O*]CO,3,0.12334062918312397
TrainingSet,mobley_1571523~mobley_9139060,[C*]C.[C*]O~[CH*]C,2,2.126673484891298
TrainingSet,mobley_1893937~mobley_8467917,[C*]Cl~[C*]C,1,0.0
TrainingSet,mobley_1717215~mobley_8048190,[O*]CO~[C*]C.[C*]N,3,0.10780335047001144
TrainingSet,mobley_2341732~mobley_2958326,[C*]CC(O)OC~[C*]NCCC,5,0.20308458856323625
TrainingSet,mobley_1875719~mobley_9112978,[C*]O~,1,0.20497279688509884
TrainingSet,mobley_1563176~mobley_1662128,[C*]S~,1,0.1656388843018452
TrainingSet,mobley_994483~mobley_1923244,[C*]Br~[C*]CC,0,0.14391870272005033
TrainingSet,mobley_9624458~mobley_8118832,[C*]Cl.[C*]Cl~[C*]O,2,0.0
TrainingSet,mobley_1520842~mobley_6309289,[C*]C~,1,0.38911053011022456
TrainingSet,mobley_1674094~mobley_7983227,[C*]CC~[CH*]CO,1,0.1541249091015502
TrainingSet,mobley_1019269~mobley_5759258,~[C*]C,1,0.08204829237138332
TrainingSet,mobley_994483~mobley_3999471,[C*]Br~[CH*]Cl.[CH*]Cl,0,0.030839128514131387
TrainingSet,mobley_1662128~mobley_8525830,~[C*]CI,2,0.13298929941126844
TrainingSet,mobley_9838013~mobley_299266,[C*]C.[C*]O~,2,0.2388586598624006
TrainingSet,mobley_1017962~mobley_9246215,[C*]C(O)OC~,4,0.1623340645239314
TrainingSet,mobley_1502181~mobley_2197088,[C*]O~[C*]C,1,0.09263010818810481
TrainingSet,mobley_9838013~mobley_8525830,[C*]C.[C*]O~[C*]CI,3,0.131701486522514
TrainingSet,mobley_9478823~mobley_6175884,[C*]C~[C*]CO,2,0.0939720405138086
TrainingSet,mobley_5571660~mobley_5072416,[C*]C.[C*]C~[C*]OC,3,3.4072142338499583
TrainingSet,mobley_1903702~mobley_8337977,~[CH*]C.[CH*]C,2,0.09900174918283021
TrainingSet,mobley_1827204~mobley_1735893,~[C*]O,1,0.05329481037268056
TrainingSet,mobley_1019269~mobley_8011706,[C*]CCC~[C*]N(C)C,1,0.7170594379594623
TrainingSet,mobley_1017962~mobley_8522124,[C*]O.[C*]OC~[C*]CC,4,0.24088469614493993
TrainingSet,mobley_1967551~mobley_7532833,[C*]O~[C*]N,1,0.05525599678623124
TrainingSet,mobley_9434451~mobley_7578802,[CH*]C.[CH*]C~[CH*]Br.[CH*]Br,2,0.03860042428172116
TrainingSet,mobley_1502181~mobley_4375719,[C*]O~,1,0.04149898444661023
TrainingSet,mobley_5759258~mobley_3006808,[C*]CCC~[C*]F.[C*]F.[C*]F,5,0.37646243008542296
TrainingSet,mobley_9942801~mobley_4715906,[C*]C.[C*]C~[CH*]C,2,0.11559995606631283
TrainingSet,mobley_9733743~mobley_9434451,[C*]CN~[CH*]Br,0,0.3865977198052777
TrainingSet,mobley_9434451~mobley_2049967,[CH*]C.[CH*]Br~[C*]SC,1,0.0812050332237
TrainingSet,mobley_1827204~mobley_4043987,[C*]O~[CH*]C,1,0.07494875542822575
TrainingSet,mobley_9733743~mobley_900088,[C*]N~[C*]C.[C*]C,2,0.23363941123316004
TrainingSet,mobley_1650157~mobley_3034976,[C*]C.[C*]C~[C*]O,2,0.08235535699054443
TrainingSet,mobley_1873346~mobley_1905088,~[C*]Br,1,0.12264968271365856
TrainingSet,mobley_1899443~mobley_778352,[C*]C~,1,0.07732199491438384
TrainingSet,mobley_9883303~mobley_4759887,[CH*]C~[C*]CI,2,0.0731358396878333
TrainingSet,mobley_1827204~mobley_7203421,~[C*]N,1,0.055497641378350795
TrainingSet,mobley_6812653~mobley_2864987,[C*]C~[CH*]O,1,0.10780922317900254
TrainingSet,mobley_1502181~mobley_819018,[C*]C~[C*]C.[C*]C,2,0.3207869813347255
TrainingSet,mobley_9733743~mobley_3738859,[C*]N~[C*]CBr,2,0.055611263399902425
TrainingSet,mobley_1903702~mobley_2143011,[CH*]O~[CH*]C,1,0.06762198006491678
TrainingSet,mobley_1923244~mobley_9733743,~[C*]N,1,0.06281594095323263
TrainingSet,mobley_1520842~mobley_8861672,~[C*]C,1,0.11472566638350788
TrainingSet,mobley_2043882~mobley_349850,~[C*]C,1,5.651178313229245
TrainingSet,mobley_1899443~mobley_5449201,[C*]C~,1,0.09185895787205535
TrainingSet,mobley_1017962~mobley_4762983,[C*]O.[C*]OC~[C*]C,3,0.10247337670761106
TrainingSet,mobley_1019269~mobley_6474572,[C*]CCO~[C*]Cl,2,0.7304203513140634
TrainingSet,mobley_1571523~mobley_9100956,[C*]C.[C*]O~,2,1.7506393517783334
TrainingSet,mobley_9733743~mobley_627267,[C*]CN~[CH*]CBr,2,0.38457386584715053
TrainingSet,mobley_1662128~mobley_627267,[C*]C~[CH*]CBr,2,0.07139181002425964
TrainingSet,mobley_1650157~mobley_8765203,[C*]O~[C*]C,1,0.4247126473608475
TrainingSet,mobley_9624458~mobley_2143011,[C*]Cl.[C*]Cl~[CH*]CC,1,0.0
TrainingSet,mobley_9507933~mobley_2789243,[C*]C.[C*]C~[C*]Cl,2,0.13466588061463655
TrainingSet,mobley_6861308~mobley_7463408,[C*]N(C)C~[C*]CC.[C*]Cl.[C*]Cl,5,0.23981669146603526
TrainingSet,mobley_1977493~mobley_8260524,[C*]Cl~,1,0.0
TrainingSet,mobley_1650157~mobley_7227357,[C*]C~[C*]C.[C*]C,2,0.13914374786112377
TrainingSet,mobley_994483~mobley_5157661,[C*]Br~[CH*]C.[CH*]C,2,0.04523135377834959
TrainingSet,mobley_1261349~mobley_299266,[C*]C~,1,0.27221821374834554
TrainingSet,mobley_1231151~mobley_4465023,[CH*]C~[C*]Cl,1,0.0
TrainingSet,mobley_2068538~mobley_1800170,[C*]C~[C*]S,1,0.039732296312194194
TrainingSet,mobley_1923244~mobley_1231151,[C*]C~[CH*]Cl,1,0.14153389477104059
TrainingSet,mobley_9897248~mobley_36119,[C*]C.[C*]C~,2,0.08717257934327716
TrainingSet,mobley_20524~mobley_4483973,[C*]O~[C*]F,1,0.15726445483089904
TrainingSet,mobley_9671033~mobley_1952272,[C*]CC~,2,0.254566494443746
TrainingSet,mobley_9257453~mobley_2126135,[C*]Cl.[C*]Cl~[C*]CC,1,0.0
TrainingSet,mobley_1019269~mobley_1075836,[C*]C~[C*]OC,2,0.04102173923982262
TrainingSet,mobley_6911232~mobley_3573480,[O*]C~[C*]CCCC.[C*]C,5,0.11508373903323046
TrainingSet,mobley_1803862~mobley_8221999,[CH*]C~[C*]N,1,0.08052874005570941
TrainingSet,mobley_9624458~mobley_1803862,[C*]Cl.[C*]Cl~[CH*]C.[CH*]C,2,0.0
TrainingSet,mobley_929676~mobley_9015240,~[C*]CC,2,0.08874663760506338
TrainingSet,mobley_929676~mobley_6619554,[C*]CBr~[C*]O.[C*]OCC,1,0.08512576217756357
TrainingSet,mobley_1662128~mobley_6632459,[C*]C~[C*]O,1,0.06651736347120207
TrainingSet,mobley_1075836~mobley_7758918,[O*]C~,1,0.13493955364406723
TrainingSet,mobley_9942801~mobley_5616693,~[CH*]O.[CH*]C,2,0.053474821151474845
TrainingSet,mobley_1893937~mobley_2792521,[C*]Cl~[C*]O,1,0.0
TrainingSet,mobley_1017962~mobley_7573149,[C*]CCC.[C*]O~[C*]O.[C*]C,4,0.1254762608155821
TrainingSet,mobley_9794857~mobley_1899443,[C*]OC~[C*]CC,1,0.05023445944838188
TrainingSet,mobley_1674094~mobley_9197172,~[C*]CC,2,0.23841791875540752
TrainingSet,mobley_1328465~mobley_6190089,~[CH*]Cl,1,0.0
TrainingSet,mobley_1893937~mobley_7977115,[C*]Cl~[CH*]O,1,8.881784197001252e-16
TrainingSet,mobley_1674094~mobley_1735893,~[C*]O.[C*]O,2,0.15689417220534463
TrainingSet,mobley_9624458~mobley_9434451,[C*]Cl.[C*]Cl~[CH*]Br,0,2.9605947323337506e-16
TrainingSet,mobley_1363784~mobley_8764620,[C*]C~[C*]N,1,0.040650768329270254
TrainingSet,mobley_9733743~mobley_1881249,[C*]N~[C*]O.[C*]C,2,0.04830861022109139
TrainingSet,mobley_1899443~mobley_8337977,~[C*]O,1,0.0995310141637268
TrainingSet,mobley_1760914~mobley_2489709,[C*]C~[C*]Cl,1,0.0
TrainingSet,mobley_1717215~mobley_3867265,[O*]CO~[C*]C.[C*]C,3,0.09106893302954647
TrainingSet,mobley_1563176~mobley_4983965,[C*]CC~[S*]CC,1,0.047220442198691974
TrainingSet,mobley_5390332~mobley_8705848,[C*]C(O)OC~[CH*]NC(C)C,1,0.05339766663940792
TrainingSet,mobley_1424265~mobley_1760914,[C*]C~[C*]Cl,1,0.14809278534385142
TrainingSet,mobley_9246215~mobley_8573194,[C*]C~[C*]O,1,0.04773207350346345
TrainingSet,mobley_1881249~mobley_1019269,[C*]C~,1,0.050141075662175356
TrainingSet,mobley_1674094~mobley_5079234,~[C*]CO,2,0.4297625426348826
TrainingSet,mobley_1571523~mobley_6430250,[C*]C.[C*]O~[C*]CC,3,0.8760358108483579
TrainingSet,mobley_1019269~mobley_8754702,[C*]C~[O*]CO,2,0.05029834159154749
TrainingSet,mobley_1662128~mobley_210639,[C*]C~[CH*]I,1,0.1839034752013675
TrainingSet,mobley_36119~mobley_3378420,~[C*]C,1,0.06277026200598497
TrainingSet,mobley_1079207~mobley_1760914,[C*]Cl~[C*]C,1,0.0
TrainingSet,mobley_994483~mobley_210639,[C*]Br~[CH*]C.[CH*]I,2,0.29019417561002536
TrainingSet,mobley_1178614~mobley_8723116,[C*]O~[C*]N,1,7.151887252615697
TrainingSet,mobley_1036761~mobley_6571751,[CH*]N~[C*]C,1,0.24958743510168888
TrainingSet,mobley_1017962~mobley_4587267,[C*]OC~[CH*]O.[CH*]O.[CH*]O.[CH*]O.[C*]O,6,0.27283718607653157
TrainingSet,mobley_1019269~mobley_1674094,[C*]O~[C*]CC,2,0.0955278788650727
TrainingSet,mobley_9626434~mobley_3259411,[O*]CC~[CH*]CO,1,0.08301902084692543
TrainingSet,mobley_7768165~mobley_3269565,[C*]Br.[C*]Cl~[CH*]C.[CH*]OC,1,5.402159342018315
TrainingSet,mobley_9434451~mobley_627267,[CH*]Br~[CH*]CBr,1,0.06022335692610376
TrainingSet,mobley_1903702~mobley_1881249,~[C*]C,1,0.1423808758205961
TrainingSet,mobley_1873346~mobley_5520946,[C*]C~[C*]S,1,0.02459564786029793
TrainingSet,mobley_1967551~mobley_994483,[C*]O~[C*]Br,1,0.057091899024817684
TrainingSet,mobley_7227357~mobley_7708038,[CH*]CC.[CH*]O~[C*]Br,3,0.06678500769066763
TrainingSet,mobley_1144156~mobley_6917738,[C*]C~[C*]N,1,0.10878712144596829
TrainingSet,mobley_1019269~mobley_1803862,[C*]O~[CH*]C,1,0.04242698474013924
TrainingSet,mobley_1036761~mobley_2859600,[CH*]N~[C*]CC,2,38.08647413714741
TrainingSet,mobley_1755375~mobley_5571660,[C*]O~[C*]N,1,0.008176311017812363
TrainingSet,mobley_1662128~mobley_900088,~[C*]C.[C*]C,2,0.2928260275398006
TrainingSet,mobley_1017962~mobley_9028462,[C*]CCCC~[C*]F.[C*]F.[C*]F,6,0.3134463349815106
TrainingSet,mobley_1827204~mobley_3573480,~[C*]C,1,0.11061829245138426
TrainingSet,mobley_9883303~mobley_4893032,[CH*]CC~[C*]N,2,0.107281496880973
TrainingSet,mobley_9733743~mobley_6917738,[C*]CC~[C*]OC,1,0.03195889477229548
TrainingSet,mobley_1717215~mobley_3269565,[C*]O~[CH*]C.[CH*]C,2,0.0917503509042882
TrainingSet,mobley_1019269~mobley_4699732,[C*]CO~[C*]Cl.[CH*]Cl,1,0.8005959356548346
TrainingSet,mobley_9942801~mobley_5571660,[C*]C.[C*]C~[C*]N.[C*]C,2,2.943600135796912
TrainingSet,mobley_1923244~mobley_1977493,[C*]C~[C*]Cl,1,0.024021061193461028
TrainingSet,mobley_9626434~mobley_1075836,[C*]CO~[C*]C.[C*]O,3,0.07289772419797783
